name_1,name_2,prediction,token_set_ratio,label,error
terex corporation,crt corporation,0.0016752883,0.85,0.0,False
concept,consept,0.9997367,0.86,1.0,False
connected,conected,0.9998439,0.94,1.0,False
stb enterprises inc,mws enterprises inc,0.0019136956,0.89,0.0,False
phenomenon,phenomenom,0.98948187,0.9,1.0,False
appearance,appereance,0.99975353,0.9,1.0,False
fahrenheit,farenheit,0.99684507,0.95,1.0,False
washington bar association,washington taxpayers association,0.07457584,0.92,0.0,False
against,aginst,0.99909437,0.92,1.0,False
decide,deside,0.9874789,0.83,1.0,False
ids financial services inc,idt financial services llc,0.38174915,0.88,0.0,False
tele communications inc,telecom communications inc,0.16703747,0.94,0.0,False
stan jarzabek,stanislaw jarzabek,0.9939579,0.84,1.0,False
discontent,discontentment,0.9971329,0.83,1.0,False
impolite,inpolite,0.99901223,0.88,1.0,False
zong duo dai,zongduo dai,0.9993746,0.7,1.0,False
work,owrk,0.99985135,0.75,1.0,False
constitution,consitution,0.99853826,0.96,1.0,False
calculus,calculs,0.9991208,0.93,1.0,False
travelers aid association of america,air transp association of america,0.00018715515,0.87,0.0,False
snocap inc,pasco inc,0.0002760958,0.63,0.0,False
highest,higest,0.9999651,0.92,1.0,False
l s lee inc,l s lee inc,0.9349062,1.0,1.0,False
themselves,themselfs,0.95413584,0.84,1.0,False
alexandre cabral mota,alexandre mota,0.9723147,1.0,1.0,False
draughtsman,draughtman,0.9962646,0.95,1.0,False
assassinated,assasinated,0.99845,0.96,1.0,False
comparable,comprable,0.99982655,0.95,1.0,False
country,ocuntry,0.9856397,0.86,1.0,False
readmission,readmition,0.9969178,0.86,1.0,False
lieutenant,lieuenant,0.99644303,0.95,1.0,False
taste,tast,0.99797285,0.89,1.0,False
heinrich hussmann,heinrich hussmann,0.7000328,1.0,1.0,False
occasional,ocassional,0.99427795,0.9,1.0,False
assistant,assitant,0.9999509,0.94,1.0,False
formidable,formidible,0.99978596,0.9,1.0,False
unprecedented,unprecendented,0.9988505,0.96,1.0,False
snocap inc,stancorp inc,0.016720204,0.73,0.0,False
catskill mountains chapter of trout unlimited,a1 affordable plumbing,9.122463e-05,0.18,0.0,False
walther electric company,lakey electric company,0.015328066,0.84,0.0,False
juan manuel gonzalez nieto,juanma gonzalez nieto,0.486174,0.89,1.0,True
sam johnson,bill flores,0.0033964945,0.18,0.0,False
amend,ammend,0.9986737,0.91,1.0,False
murray e jennex,murray jennex,0.9964956,1.0,1.0,False
majority,marjority,0.9992929,0.94,1.0,False
controversy,contraversy,0.99921113,0.91,1.0,False
peter j visclosky,peter visclosky,0.98885787,1.0,1.0,False
unrepentant,unrepetent,0.99035674,0.76,1.0,False
candidate,candiate,0.99842685,0.94,1.0,False
tyranny,tyrrany,0.999664,0.86,1.0,False
surrounded,surronded,0.99973553,0.95,1.0,False
armco incorporated,tamrio incorporated,0.018076263,0.86,0.0,False
donlan enterprises inc,dlk enterprises inc,0.03171276,0.88,0.0,False
capitol steps production inc,aseptic control products inc,0.22200868,0.61,0.0,False
define,deffine,0.9926055,0.92,1.0,False
lpa inc,alan richman pa,2.0495821e-05,0.36,0.0,False
annually,annualy,0.9999302,0.93,1.0,False
vincent t y ng,vincent to yee ng,0.75329363,0.9,1.0,False
michael a kozuch,michael kozuch,0.99850017,1.0,1.0,False
wiltel inc,wtl inc,0.021285089,0.71,0.0,False
commissions,commisions,0.9997346,0.95,1.0,False
tig insurance company,rli insurance company,0.67412007,0.9,0.0,True
classical,clasical,0.99476177,0.94,1.0,False
pott industries inc,stanton industries inc,0.02412046,0.85,0.0,False
governmental,govermental,0.9968438,0.96,1.0,False
kansas city times,kinetic systems,0.20251183,0.38,0.0,False
iris gaber,iris gaber rosenblum,0.93508554,1.0,1.0,False
quarantine,quarantaine,0.9815933,0.95,1.0,False
source group,strategic resource group,0.8494693,0.67,0.0,True
possesses,posseses,0.99944425,0.94,1.0,False
regards,regardes,0.9969267,0.93,1.0,False
quantity,quantitiy,0.9994499,0.94,1.0,False
l3 communications corp,ace communications group,0.0024616553,0.78,0.0,False
emphasis,emphsis,0.9988084,0.93,1.0,False
ultimately,ultimely,0.9962368,0.89,1.0,False
bank of america corp,bank fo america,0.8376469,0.89,1.0,False
induce,enduce,0.99940544,0.83,1.0,False
alachua county democratic womens club,allen county democratic womans club,0.08804125,0.86,0.0,False
royal electric inc,broadway electric inc,0.00030252832,0.82,0.0,False
practically,practicaly,0.99878526,0.95,1.0,False
putnam management co inc,utopia management inc,0.110061884,0.8,0.0,False
royal electric inc,bay electric inc,2.8191434e-06,0.86,0.0,False
poison,posion,0.9999309,0.83,1.0,False
colleagues,collegues,0.9969881,0.95,1.0,False
american psychiatric association,nv psychiatric association,0.0024676146,0.94,0.0,False
hamilton place association,campanella association,0.0008826294,0.71,0.0,False
home builders association of central arizona,home builders association of central la,0.67528915,0.96,0.0,True
shant karakashian,shant kirakos karakashian,0.9874256,1.0,1.0,False
approximate,aproximate,0.9998319,0.95,1.0,False
penalty,penatly,0.99952763,0.86,1.0,False
distinctive,disctinctive,0.9646105,0.96,1.0,False
kaiser found health plan inc,kaiser foundation health plan inc,0.2775506,0.92,1.0,True
napoleon,naploeon,0.9987798,0.88,1.0,False
noncombatants,noncombatents,0.9949646,0.92,1.0,False
story,sotry,0.9999815,0.8,1.0,False
authoritative,authorative,0.99643296,0.92,1.0,False
monika henzinger,monika rauch henzinger,0.9331456,1.0,1.0,False
greater educational opportunities foundation,greater education opportunity foundation,0.56396776,0.93,1.0,False
attendants,attendents,0.99748725,0.9,1.0,False
exceptional,exeptional,0.9937651,0.95,1.0,False
ealan a henis,ealan henis,0.9966665,1.0,1.0,False
clearer,claerer,0.9995772,0.86,1.0,False
suppose,supose,0.99984527,0.92,1.0,False
foreseeable,forseeable,0.9998247,0.95,1.0,False
levitating,levetating,0.99939764,0.9,1.0,False
laborers international union of north america,laborers international union of north america local 138,0.73086494,1.0,0.0,True
charles b rangel,charles rangel,0.9775165,1.0,1.0,False
backer and spielvogel inc,park leasing inc,0.00018479851,0.44,0.0,False
bowater incorporated,good water incorporated,0.081916936,0.88,0.0,False
chairman,chariman,0.9984129,0.88,1.0,False
national small business association,california small business association,0.0013028763,0.85,0.0,False
canonical,cannonical,0.9991299,0.95,1.0,False
florida public service commission,florida public services union,0.38856274,0.71,0.0,False
rhythmic,rhytmic,0.99942285,0.93,1.0,False
emc corporation,unicomp incorporated,0.016707039,0.63,0.0,False
central piedmont industries inc,empire industries ltd inc,0.1513961,0.72,0.0,False
sheraton international inc,atr international,7.5302974e-05,0.87,0.0,False
laure berti,laure berti equille,0.993384,1.0,1.0,False
unilaterally,unilateraly,0.996285,0.96,1.0,False
national electrical manufacturers association,national electric manufacturers association,0.5219488,0.98,1.0,False
extraordinarily,extrordinarily,0.9952181,0.97,1.0,False
magnolia,magolia,0.9595369,0.93,1.0,False
american catholic lawyers association,american trial lawyers association,0.37133926,0.9,0.0,False
nebraska school activities association,warren r paboojian inc,7.3977404e-05,0.23,0.0,False
tobacco trial lawyers association,ar trial lawyers association,7.35698e-05,0.94,0.0,False
texaco inc,connex atc,0.0025624437,0.4,0.0,False
occidental petroleum corporation,occidential petroluem corp,0.66377044,0.83,1.0,False
reminiscent,reminscent,0.997675,0.95,1.0,False
consensus,concensus,0.99952906,0.89,1.0,False
corning glass works,nanco glass works,0.11042075,0.79,0.0,False
alaska committee for a citizen congress,vt credit union political,0.00021967254,0.25,0.0,False
instance,instatance,0.9990915,0.89,1.0,False
autobiography,authobiography,0.9980109,0.96,1.0,False
international,intenational,0.9945433,0.96,1.0,False
consumer alert,southern care,0.09087146,0.3,0.0,False
chemical manufacturers association,michigan manufacturers association,0.04064488,0.88,0.0,False
broadcom corp,macondo corp,0.16100107,0.64,0.0,False
borland international inc,endeavor international inc,0.20085612,0.81,0.0,False
napster llc,vallan properties llc,0.028401867,0.44,0.0,False
michigan association for justice,michigan association ofs,0.24433461,0.91,0.0,False
american financial services association,american association of advertising agencies inc,0.79997647,0.68,0.0,True
effluence,effulence,0.99949414,0.89,1.0,False
maltese,maltesian,0.6258545,0.75,1.0,False
sergeant,sargant,0.98591983,0.8,1.0,False
zhongfei mark zh,zhongfei zhang,0.85841864,0.73,1.0,False
avare stewart,avare stewart,0.99769443,1.0,1.0,False
brian p bilbray,brian bilbray,0.9855888,1.0,1.0,False
j j garcia luna aceves,jose joaquin garcia luna aceves,0.87018526,0.95,1.0,False
purportedly,purpotedly,0.9994058,0.95,1.0,False
technician,technitian,0.9678185,0.9,1.0,False
promega corp,amrep corp,0.0007061245,0.57,0.0,False
realistic,realsitic,0.9996929,0.89,1.0,False
new york state defenders association,new york state rental dealers association,0.10126904,0.84,0.0,False
susceptible,suseptable,0.9995575,0.86,1.0,False
pingzhi fan,pingzhi z fan,0.99421555,1.0,1.0,False
capital network system inc,eas west contracting lp,0.16031471,0.41,0.0,False
holiday,holliday,0.99969083,0.93,1.0,False
bhakthavathsalam ramaswamy,r bhakthavathsalam,0.03507679,0.94,1.0,True
scenic hudson inc,sindhu inc,0.04218698,0.46,0.0,False
executing,excecuting,0.99843615,0.95,1.0,False
league of women voters of missouri,league of women voters of fresno,0.37019867,0.86,0.0,False
grand portage band of lake superior chippewa,claxton acquisitions inc,0.00015076093,0.24,0.0,False
puccini,pucini,0.9939772,0.92,1.0,False
john m shimkus,john shimkus,0.9980396,1.0,1.0,False
pueblo of zia,pueblo of zuni,0.96714705,0.89,0.0,True
abandon,abondon,0.98147196,0.86,1.0,False
sanford bishop,sanford d bishop jr,0.9740613,1.0,1.0,False
dan lungren,randy loftin,0.411655,0.17,0.0,False
anna carpenter cavender,anna cavender,0.9223021,1.0,1.0,False
international association of chiefs of police,indiana association of chiefs of police,0.2410181,0.88,1.0,True
rabea ameur boulifa,rabea boulifa,0.82847995,1.0,1.0,False
mark green,steve kagen,0.44956976,0.38,0.0,False
available,avilable,0.99620336,0.94,1.0,False
powerful,powerfull,0.99506724,0.94,1.0,False
court line,1st corp limousine,0.04032822,0.57,0.0,False
betty mccollum democratic farmer lab,betty mccollum,0.9377454,1.0,1.0,False
process,proces,0.99941707,0.92,1.0,False
tornado,tornadoe,0.9168717,0.93,1.0,False
destruction,distruction,0.9940559,0.91,1.0,False
devastating,devistating,0.99461377,0.91,1.0,False
north carolina medical society,north carolina dental society,0.42555442,0.88,0.0,False
performance,perfomance,0.998677,0.95,1.0,False
departmental,deparmental,0.97116256,0.96,1.0,False
interpret,interpet,0.9993945,0.94,1.0,False
washington defender association,washington beverage association,0.09384304,0.84,0.0,False
american financial services association,american financial services association afsa,0.85951704,1.0,1.0,False
craig corporation,crt corporation,0.0055342647,0.88,0.0,False
american legislative exchange council,amer legislative exchange council,0.60170275,0.94,1.0,False
national,continental can co,0.36906317,0.46,0.0,False
popular,populare,0.972213,0.93,1.0,False
doug lamborn,scott tipton,0.24222614,0.33,0.0,False
associated press,rnp associates,0.056580756,0.73,0.0,False
friendly,freindly,0.9998796,0.88,1.0,False
devereux corporation,fedex corporation,0.02233903,0.81,0.0,False
association of american railroads,association of american r r,0.55835646,0.96,1.0,False
dimitri kagaris,dimitrios kagaris,0.9801371,0.94,1.0,False
florida forestry association,flordia surety association,0.19184893,0.85,0.0,False
ron kind,chad lee,2.4977518e-05,0.25,0.0,False
already,allready,0.9994827,0.93,1.0,False
independent community bankers of america,ind community bankers of america,0.4638626,0.93,1.0,True
bestway express inc,loweys express inc,0.0015850217,0.76,0.0,False
ldds communications inc,wade communications inc,0.08297487,0.88,0.0,False
circuit,circut,0.9997854,0.92,1.0,False
poems,peoms,0.99998814,0.8,1.0,False
bowater incorporated,rath incorporated,0.008389905,0.83,0.0,False
government,governmnet,0.9987328,0.9,1.0,False
gracenote,texaco energy,0.014994148,0.36,0.0,False
klp inc,belkin corp,1.1617908e-05,0.44,0.0,False
david dreier,gary miller,0.6044176,0.35,0.0,True
occurring,occuring,0.99891967,0.94,1.0,False
rotary international,act international,9.3600924e-05,0.87,0.0,False
nevertheless,neverthless,0.995333,0.96,1.0,False
nutrient,nutritent,0.9975458,0.94,1.0,False
william lacy clay jr,william lacy clay,0.94722253,1.0,1.0,False
atx communications inc,md communications inc,0.0015544922,0.92,0.0,False
charismatic,carismatic,0.99821,0.95,1.0,False
hypocrite,hypocrit,0.9214761,0.94,1.0,False
apple inc,pelican pub,0.0044328053,0.2,0.0,False
jerrold nadler,jerrold jerry nadler,0.99846035,1.0,1.0,False
mirrored,mirrorred,0.99978334,0.94,1.0,False
scientist,scientis,0.9985061,0.94,1.0,False
georg tauboeck,georg taubock,0.9821902,0.96,1.0,False
freedom communications,redgate communications,0.03480723,0.82,0.0,False
sebastian international inc,ganesh international inc,0.00017840767,0.83,0.0,False
genetics international,znet international inc,0.00076626433,0.77,0.0,False
alternatives,alternitives,0.9892587,0.92,1.0,False
playboy enterprises inc,jal enterprises inc,6.447123e-05,0.88,0.0,False
symmetric,symmetral,0.96227956,0.78,1.0,False
accommodated,accomadated,0.99501354,0.87,1.0,False
know,nkwo,0.999889,0.5,1.0,False
mops international,impress international,0.38809317,0.87,0.0,False
eberle communications group,burrell communications group,0.012784668,0.85,0.0,False
syngenta crop protection,sygenta crop protection,0.117496625,0.98,1.0,True
inadvertently,inadvertantly,0.99841833,0.92,1.0,False
newspaper guild cwa,elena c puig pa,8.77485e-05,0.29,0.0,False
syphilis,syphyllis,0.99500626,0.82,1.0,False
attitude,attitide,0.99995565,0.88,1.0,False
jim renacci,tim ryan,0.38328847,0.21,0.0,False
surrounding,sorrounding,0.99090695,0.91,1.0,False
surprisingly,surprizingly,0.99721134,0.92,1.0,False
george luiz medeiros teodoro,george teodoro,0.8571263,1.0,1.0,False
which,hwihc,0.9880792,0.6,1.0,False
comprehensive,comphrehensive,0.9967198,0.96,1.0,False
mci communications inc,sfc communications inc,0.014624126,0.91,0.0,False
american insurance association,virginia america insurance association,0.02744735,0.88,0.0,False
charmer industries inc,mar tek industries inc,0.0004934643,0.82,0.0,False
oci international inc,joyeria internacional inc,0.010566833,0.83,0.0,False
sargent sowell inc,green tc,0.0026372042,0.31,0.0,False
curriculum,curriculem,0.923878,0.9,1.0,False
sepracor inc,r c r companies,0.048154835,0.4,0.0,False
care net,learjet inc,0.00047951913,0.53,0.0,False
southern coal producers association,ohio ethanol producers association,0.009451925,0.78,0.0,False
sheriff,sherif,0.99966204,0.92,1.0,False
hispanic chamber of commerce,alice chamber of commerce,0.0009914398,0.87,0.0,False
afscme international,m tec international,0.021060593,0.81,0.0,False
detect,dectect,0.998911,0.92,1.0,False
lynn westmoreland,lynn a westmoreland,0.8276006,1.0,1.0,False
aborigine,aborigene,0.9970446,0.89,1.0,False
criterion,critereon,0.99844176,0.89,1.0,False
underground,undreground,0.9991894,0.91,1.0,False
athenian,athenean,0.9997349,0.88,1.0,False
kansas bar association,south asian bar association,0.0056741065,0.81,0.0,False
kansas bankers association,bank pac bankers association,0.0014385373,0.85,0.0,False
james b d joshi,james joshi,0.9989045,1.0,1.0,False
mcb financial group inc,drb financial group inc,0.0007883767,0.91,0.0,False
thinks,thikns,0.99999374,0.83,1.0,False
home builders association of kentucky,lakeview family healthcare,0.020035857,0.29,0.0,False
movie,movei,0.9999261,0.8,1.0,False
throughout,througout,0.99213505,0.95,1.0,False
private management inc,behavior management inc,6.1336605e-06,0.78,0.0,False
kraco enterprises inc,dmarco enterprises inc,9.28834e-05,0.88,0.0,False
mihaela breaban,mihaela elena breaban,0.9942177,1.0,1.0,False
national association of laymen,national association of realtors,0.16251394,0.87,0.0,False
thomas r gruber,tom gruber,0.9625687,0.8,1.0,False
eaton manufacturing co,bentley manufacturing co,0.2357937,0.84,0.0,False
alabama trial lawyers association,arkansas trial lawyers association,0.0071090693,0.87,0.0,False
planned,planed,0.99985534,0.92,1.0,False
altnet,johnston realty,0.01919155,0.29,0.0,False
occurrences,occurances,0.99159026,0.86,1.0,False
tim strayer,w timothy strayer,0.9512128,0.79,1.0,False
craig corporation,kra corporation,0.0059289527,0.88,0.0,False
carlisle corporation,iscola incorporated,0.019219786,0.56,0.0,False
doesnt,dosent,0.9998928,0.83,1.0,False
parallel,parralel,0.8698545,0.88,1.0,False
teach for america inc,lafarge north america inc,0.06168784,0.74,0.0,False
oci international inc,topview international inc,0.0010157446,0.89,0.0,False
amberson holdings llc,broad holdings llc,0.0123952795,0.8,0.0,False
bilingualism,billingualism,0.9966925,0.96,1.0,False
mops international,smar international corp,0.08163041,0.84,0.0,False
idaho education association,gladwin education association,0.01862613,0.88,0.0,False
macromedia inc,marco inc,0.029828737,0.7,0.0,False
southern california edison co,souther california edison co,0.5690122,0.98,1.0,False
santek environmental inc,aztec environmental inc,0.0003445929,0.89,0.0,False
recommend,reccommend,0.9978417,0.95,1.0,False
minnesota lavender bar association,indiana association of bev retalers,0.0020620488,0.55,0.0,False
lamar s smith,lamar smith,0.9985533,1.0,1.0,False
mississippi pharmaceutical association,progressive plastering inc,0.009969098,0.22,0.0,False
american civil liberties union of arizona,american civil liberties union oregon,0.5677516,0.9,0.0,True
carnegie mellon,carnigie mellon,0.9921143,0.93,1.0,False
umamaheswari c devi,umamaheswari devi,0.9084433,1.0,1.0,False
sathon inc,stn inc,0.027460216,0.82,0.0,False
matthew j suderman,matthew suderman,0.73026776,1.0,1.0,False
monsanto co,monsanto comp,0.75689954,0.92,1.0,False
focal communications,cleary communications,0.21646579,0.83,0.0,False
regional disposal company,regional disposal co,0.72799355,0.92,1.0,False
primitive,primative,0.9973076,0.89,1.0,False
automatically,automaticly,0.9985511,0.92,1.0,False
coast range association,orcas education association,0.022274733,0.65,0.0,False
creative commons,stereoave com inc,0.00074353424,0.61,0.0,False
classically,clasically,0.99826556,0.95,1.0,False
power,pwoer,0.9999929,0.8,1.0,False
promiscuous,promiscous,0.99561036,0.95,1.0,False
memento,momento,0.88455284,0.86,1.0,False
bizarre,bizzare,0.9898389,0.86,1.0,False
ken ichi kanatani,kenichi kanatani,0.9892067,0.79,1.0,False
ridiculous,rediculous,0.9934106,0.9,1.0,False
collora llp,apollo llc,0.049875103,0.67,0.0,False
controversy,controvery,0.999325,0.95,1.0,False
louisiana trial lawyers association,american trial lawyers association,0.0003731037,0.85,0.0,False
intelligent,inteligent,0.99957937,0.95,1.0,False
pollutes,polutes,0.9999365,0.93,1.0,False
forty,fourty,0.9999765,0.91,1.0,False
ces publishing corp,access plumbing corp,0.022159092,0.77,0.0,False
unsuccessful,unsucesful,0.99730253,0.91,1.0,False
vassal,vasall,0.9970329,0.83,1.0,False
unhappy,unahppy,0.99937713,0.86,1.0,False
mike e capuano,mike capuano,0.99540514,1.0,1.0,False
advocates international,act international,0.2419602,0.87,0.0,False
disastrous,disasterous,0.9986999,0.95,1.0,False
west publishing co,bowtie inc,4.8184324e-05,0.29,0.0,False
alabama citizens for choice,coastal home care inc,0.012264816,0.25,0.0,False
hungarian civil liberties union,maine civil liberties union,0.018535927,0.88,0.0,False
madison project,jameson corp,0.023842476,0.3,0.0,False
peter eggenberger,peter eggenberger hotz,0.8895757,1.0,1.0,False
national association of stu,the national association of li,0.06654631,0.92,0.0,False
napco international inc,rockland international inc,0.007389833,0.85,0.0,False
publisher,publlisher,0.998604,0.95,1.0,False
minnesota federation of teachers,idaho federation of teachers,0.0004792093,0.88,0.0,False
proclamation,proclaimation,0.9868124,0.96,1.0,False
references,referemces,0.9988226,0.9,1.0,False
wardrobe,wardobe,0.9986462,0.93,1.0,False
genmar industries inc,mgf industries inc,0.0020571346,0.88,0.0,False
friends of animals inc,friends of nis inc,0.13002773,0.9,0.0,False
pronouncements,prouncements,0.98970324,0.92,1.0,False
mark udall,jared polis,0.06973764,0.38,0.0,False
different,differnt,0.9995892,0.94,1.0,False
decisions,descisions,0.9964725,0.95,1.0,False
laborers international union of north america,laborers international union of north america local no 326,0.67483294,1.0,1.0,False
expeditionary,expeditonary,0.9988292,0.96,1.0,False
guaranteed,garanteed,0.9442726,0.95,1.0,False
constituency,consituency,0.9937539,0.96,1.0,False
henry johnson jr,henry hank johnson jr,0.9920637,1.0,1.0,False
consumer action,le mar construction,0.16404472,0.47,0.0,False
actively,activly,0.9998993,0.93,1.0,False
unwarranted,unwarrented,0.9993147,0.91,1.0,False
national beer wholesalers association,nevada beer wholesalers association,0.043751806,0.89,0.0,False
unsuccessful,unsuccesful,0.995003,0.96,1.0,False
jana z sukkarieh,jana zuheir sukkarieh,0.9644091,0.93,1.0,False
rohr industries inc,yoder industries inc,0.03282336,0.85,0.0,False
vengeance,vengence,0.99816436,0.94,1.0,False
sam johnson,van taylor,0.7966924,0.19,0.0,True
james laird,jim laird,0.7191635,0.8,1.0,False
policemens benevolent and protective association of illinois,police benevolent protective association of illinois,0.8925047,0.93,1.0,False
considered,considerd,0.8694321,0.95,1.0,False
home builders association of alabama,home builders association of salina,0.522094,0.9,1.0,False
versatility,versitlity,0.9970549,0.86,1.0,False
annihilation,anihilation,0.9882918,0.96,1.0,False
every,eveyr,0.99999714,0.8,1.0,False
thieves,theives,0.9998078,0.86,1.0,False
damage,dammage,0.9990336,0.92,1.0,False
allstate enterprises inc,gist enterprises llc,0.009641518,0.71,0.0,False
texas farm bureau federation,montana farm bureau federation,0.03401954,0.88,0.0,False
mamoun filali,mamoun filali amine,0.9279298,1.0,1.0,False
nuisance,nuisanse,0.5325828,0.88,1.0,False
subsidiary,subsiduary,0.99218476,0.9,1.0,False
mike rogers,dave camp,0.0007820414,0.2,0.0,False
albertsons inc,stans inc,0.007773512,0.61,0.0,False
bayer corporation,anterra corp,0.10619575,0.55,0.0,False
using,useing,0.99967855,0.91,1.0,False
eckerd corporation,rowe incorporated,0.00029137812,0.57,0.0,False
auxiliaries,auxilliaries,0.99874574,0.96,1.0,False
bombardment,bombardement,0.9991485,0.96,1.0,False
artillery,artillary,0.99992394,0.89,1.0,False
koniag inc,kagins inc,0.000356655,0.7,0.0,False
elected,ellected,0.9986593,0.93,1.0,False
guinness,guiness,0.9999887,0.93,1.0,False
also,aslo,0.9999824,0.75,1.0,False
altria group inc,salta group inc,0.0015401387,0.9,0.0,False
vermont national education association,arlington education association,0.001747043,0.81,0.0,False
log cabin republicans,utah log cabin republicans,0.21698454,1.0,0.0,False
inheritance,inheritence,0.99964625,0.91,1.0,False
cpc international inc,nika international corp,0.0026737347,0.82,0.0,False
alvaro graves,alvaro graves fuenzalida,0.9822495,1.0,1.0,False
instrumental,intrumental,0.998225,0.96,1.0,False
k vidyasankar,krishnamurthy vidyasankar,0.99954385,0.92,1.0,False
calculated,caluculated,0.9990991,0.95,1.0,False
allegedly,allegely,0.99965817,0.94,1.0,False
bob mungamuru,bobji mungamuru,0.9905611,0.93,1.0,False
parenthesis,paranthesis,0.9972115,0.91,1.0,False
bowater incorporated,betco incorporated,0.0034474225,0.8,0.0,False
stewart carey inc,waters realty inc,0.0036721881,0.65,0.0,False
back,bcak,0.9985932,0.75,1.0,False
contains,countains,0.9986447,0.94,1.0,False
heirs inc,servi inc,0.009115239,0.67,0.0,False
sunward corporation,indus corporation,0.0007272551,0.79,0.0,False
oci international inc,american international co,6.1415834e-05,0.78,0.0,False
very,vrey,0.99998826,0.75,1.0,False
membranophone,membranaphone,0.9985075,0.92,1.0,False
restaurants,restarants,0.994933,0.95,1.0,False
by prod corporation,sybron corporation,0.015791869,0.81,0.0,False
just,jsut,0.9999849,0.75,1.0,False
national society of professional engineers,society of professional engineers pa,0.01941195,0.96,0.0,False
service employees international union local 3 bj,service employees international union afl cio,0.29342175,0.9,0.0,False
acquitted,aquitted,0.9950648,0.94,1.0,False
penal reform internationalthe americas,black oregonians for business,0.002433032,0.21,0.0,False
florida student association,florida auto industry association,0.058186237,0.83,0.0,False
particular,parituclar,0.9738898,0.8,1.0,False
period,preriod,0.86774933,0.92,1.0,False
career,carreer,0.99517083,0.92,1.0,False
national general corporation,kelsington general corporation,0.031781368,0.83,0.0,False
proliferation,preliferation,0.94903755,0.92,1.0,False
d a lizorkin,dmitry lizorkin,0.97007656,0.8,1.0,False
charmer industries inc,schlumberger industries inc,0.0026739927,0.82,0.0,False
national medical association,asian american coalition,0.0016255768,0.31,0.0,False
significantly,signifantly,0.9984273,0.92,1.0,False
stonewall bar association,swa trade association,0.073164046,0.69,0.0,False
phonetic,fonetic,0.7646016,0.8,1.0,False
natso inc,s n tannor inc,0.0032867377,0.61,0.0,False
genealogies,geneologies,0.99398416,0.91,1.0,False
litton industries inc,hi point industries llc,0.032585032,0.65,0.0,False
noble co,robertson oil co,0.4116102,0.5,0.0,False
ntel corporation,cedant corporation,6.715627e-05,0.82,0.0,False
completion,completetion,0.98966056,0.91,1.0,False
rite aid corporation,merit corporation,0.0011176004,0.81,0.0,False
focal communications,larson communications,0.0053789243,0.82,0.0,False
sheraton international inc,aeroart international inc,0.00012560982,0.86,0.0,False
resemble,ressemble,0.99920255,0.94,1.0,False
lci international inc,mc l international inc,0.12350543,0.93,0.0,False
tax foundation,betsa foundation,0.013675739,0.87,0.0,False
minnesota soybean growers association,nd soybean growers association,0.03618545,0.95,0.0,False
cumberland farms inc,mucci bernard m,0.01268994,0.51,0.0,False
cox enterprises inc,roeco enterprises inc,0.0012318346,0.9,0.0,False
ohio chamber of commerce,chinatown chamber of commerce,0.12631804,0.88,0.0,False
earthrights international,tristate international,0.05764083,0.77,0.0,False
similarly,similiarly,0.99508524,0.95,1.0,False
atlas ventures,main street values,0.028096447,0.44,0.0,False
potsdam,postdam,0.9998838,0.86,1.0,False
frederick loewe foundation,john glen adjusters administrators inc,0.041545186,0.34,0.0,False
assist,assit,0.9999967,0.91,1.0,False
litton industries inc,ani industries inc,0.00014267367,0.88,0.0,False
cristobal luque,cristobal luque del arco calderon,0.9869125,1.0,1.0,False
sought,saught,0.9988456,0.83,1.0,False
issam damaj,issam w damaj,0.99756545,1.0,1.0,False
publisher,piblisher,0.99721366,0.89,1.0,False
britain,britian,0.9996472,0.86,1.0,False
dave brat,david brat,0.9885951,0.84,1.0,False
synagogue,synagouge,0.9981976,0.89,1.0,False
eckerd corporation,force incorporated,0.0010238226,0.56,0.0,False
jim mcgovern,james mcgovern,0.8364429,0.85,1.0,False
janny leung,janny may yee leung,0.99654245,1.0,1.0,False
you,yuo,0.99988645,0.67,1.0,False
surprising,suprizing,0.99977034,0.84,1.0,False
inadequate,inadquate,0.99983823,0.95,1.0,False
paul ryan,rob zerban,0.06394559,0.42,0.0,False
version,verison,0.999737,0.86,1.0,False
rashid ahmed attar,rashid attar,0.96611017,1.0,1.0,False
coty inc,city of centerline,0.0032290695,0.31,0.0,False
francisco quico canseco,francisco canseco,0.6812302,1.0,1.0,False
mds communications corporation,gap communications incorporate,0.008728613,0.77,0.0,False
trilogy,triology,0.99977154,0.93,1.0,False
maria a pellicer,maria assumpcio pellicer,0.99649614,0.93,1.0,False
legal services nyc,legal service pc,0.7594716,0.88,0.0,True
immigrants,inmigrants,0.9969004,0.9,1.0,False
invesco inc,servico inc,0.021732813,0.64,0.0,False
peoples,poeoples,0.99909365,0.93,1.0,False
deaf community center inc,dem auto center inc,0.082590014,0.69,0.0,False
prison legal news,wiess legal group,0.17610934,0.53,0.0,False
john mica,thuy lowe,0.019362716,0.22,0.0,False
genealogical,geneological,0.98987603,0.92,1.0,False
bond market association,braden association,0.014965955,0.76,0.0,False
fertility,fertily,0.9998949,0.88,1.0,False
patience,paitience,0.99835646,0.94,1.0,False
all time,alltime,0.9997325,0.93,1.0,False
interim,interm,0.99975544,0.92,1.0,False
florida bankers association,florida arcade association,0.04866144,0.84,0.0,False
kearns tribune co,resource bank,0.2455693,0.13,0.0,False
bill flores,nick haynes,0.2922492,0.18,0.0,False
harassments,harrassments,0.9760309,0.96,1.0,False
colorado education association,orcas education association,0.017434772,0.88,0.0,False
